Data;Ano;Mes;Product;Region;Retailer;Sales Method;State;Price per Unit;Total Sales;Units Sold
nov/21;2021;11;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;59;177;3
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;56;168;3
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;50;200;4
out/21;2021;10;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;54;216;4
nov/21;2021;11;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;51;204;4
nov/21;2021;11;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;60;300;5
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;61;305;5
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;63;315;5
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;64;256;4
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;Pennsylvania;64;384;6
abr/21;2021;4;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;44;88;2
ago/21;2021;8;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;45;135;3
jul/21;2021;7;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;47;282;6
mai/21;2021;5;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;49;245;5
out/21;2021;10;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;55;110;2
fev/21;2021;2;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;41;164;4
set/21;2021;9;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;47;141;3
jun/21;2021;6;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;48;288;6
mar/21;2021;3;Roupa Masculino;Nordeste;Foot Locker;Site;Rhode Island;44;88;2
jan/21;2021;1;Roupa Masculino;Nordeste;Foot Locker;Site;West Virginia;42;126;3
dez/21;2021;12;Roupa Masculino;Nordeste;Foot Locker;Site;West Virginia;61;610;10
nov/21;2021;11;Roupa Masculino;Nordeste;Foot Locker;Site;West Virginia;62;496;8
jan/21;2021;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Connecticut;34;204;6
fev/21;2021;2;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Connecticut;34;136;4
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Connecticut;51;510;10
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Connecticut;51;408;8
mar/21;2021;3;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;39;273;7
mai/21;2021;5;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;47;329;7
set/21;2021;9;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;47;423;9
jul/21;2021;7;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;47;564;12
jun/21;2021;6;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;48;576;12
ago/21;2021;8;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;47;611;13
out/21;2021;10;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;51;459;9
abr/21;2021;4;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Delaware;38;228;6
fev/21;2021;2;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Maryland;37;222;6
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Maryland;45;225;5
jan/21;2021;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Maryland;38;304;8
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Maryland;46;322;7
fev/21;2021;2;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New Hampshire;53;318;6
jan/21;2021;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New Hampshire;50;400;8
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New Hampshire;62;620;10
out/21;2021;10;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New Hampshire;62;496;8
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New Hampshire;59;708;12
fev/20;2020;2;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;50;1300;26
fev/20;2020;2;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;47;1081;23
mar/20;2020;3;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;53;1643;31
mar/20;2020;3;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;54;1458;27
jan/20;2020;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;47;1222;26
mar/20;2020;3;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;53;1431;27
jan/20;2020;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;48;1248;26
jan/20;2020;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;New York;46;1196;26
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;48;384;8
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;54;270;5
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;45;225;5
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;47;282;6
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;55;385;7
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;59;413;7
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;54;432;8
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;55;330;6
out/21;2021;10;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;44;176;4
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;47;188;4
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Pennsylvania;55;495;9
mar/21;2021;3;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;34;136;4
mai/21;2021;5;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;43;215;5
ago/21;2021;8;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;42;378;9
set/21;2021;9;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;43;258;6
jun/21;2021;6;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;41;369;9
out/21;2021;10;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;46;276;6
abr/21;2021;4;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;32;96;3
jul/21;2021;7;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;Rhode Island;41;328;8
jan/21;2021;1;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;West Virginia;34;238;7
dez/21;2021;12;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;West Virginia;52;728;14
nov/21;2021;11;Calçado Atlético Masculino;Nordeste;Foot Locker;Site;West Virginia;33;330;10
jan/21;2021;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Connecticut;34;408;12
fev/21;2021;2;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Connecticut;34;408;12
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Connecticut;60;660;11
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Connecticut;59;885;15
out/21;2021;10;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;56;728;13
mar/21;2021;3;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;36;576;16
jun/21;2021;6;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;51;969;19
mai/21;2021;5;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;51;816;16
set/21;2021;9;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;50;700;14
ago/21;2021;8;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;50;800;16
abr/21;2021;4;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;36;468;13
jul/21;2021;7;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Delaware;53;954;18
jan/21;2021;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Maryland;36;504;14
fev/21;2021;2;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Maryland;39;546;14
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Maryland;57;684;12
jul/21;2021;7;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Maryland;49;637;13
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Maryland;58;522;9
fev/21;2021;2;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New Hampshire;52;884;17
jan/21;2021;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New Hampshire;52;780;15
out/21;2021;10;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New Hampshire;64;768;12
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New Hampshire;68;816;12
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New Hampshire;71;1207;17
mar/20;2020;3;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;59;1888;32
jan/20;2020;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;47;1598;34
mar/20;2020;3;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;55;1705;31
mar/20;2020;3;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;58;1914;33
jan/20;2020;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;45;1350;30
jan/20;2020;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;46;1426;31
jan/20;2020;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;46;1610;35
fev/20;2020;2;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;New York;54;1728;32
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;62;868;14
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;55;550;10
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;46;552;12
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;58;812;14
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;64;896;14
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;66;726;11
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;60;960;16
out/21;2021;10;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;42;504;12
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;60;900;15
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;67;804;12
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Pennsylvania;49;588;12
set/21;2021;9;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;45;495;11
jul/21;2021;7;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;46;782;17
jun/21;2021;6;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;47;658;14
ago/21;2021;8;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;46;644;14
abr/21;2021;4;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;32;352;11
mar/21;2021;3;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;34;374;11
mai/21;2021;5;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;49;588;12
out/21;2021;10;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;Rhode Island;53;477;9
jan/21;2021;1;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;West Virginia;33;363;11
nov/21;2021;11;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;West Virginia;44;528;12
dez/21;2021;12;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;West Virginia;60;1080;18
fev/21;2021;2;Calçado de Rua Masculino;Nordeste;Foot Locker;Site;West Virginia;32;448;14
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Connecticut;67;737;11
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Connecticut;67;670;10
out/21;2021;10;Roupa Feminina;Nordeste;Foot Locker;Site;Connecticut;63;441;7
jan/21;2021;1;Roupa Feminina;Nordeste;Foot Locker;Site;Connecticut;33;198;6
mar/21;2021;3;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;39;273;7
jul/21;2021;7;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;55;825;15
ago/21;2021;8;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;59;708;12
fev/21;2021;2;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;39;390;10
jun/21;2021;6;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;56;784;14
abr/21;2021;4;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;38;304;8
set/21;2021;9;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;58;464;8
mai/21;2021;5;Roupa Feminina;Nordeste;Foot Locker;Site;Delaware;54;540;10
out/21;2021;10;Roupa Feminina;Nordeste;Foot Locker;Site;Maryland;60;300;5
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Maryland;61;427;7
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Maryland;62;372;6
jun/21;2021;6;Roupa Feminina;Nordeste;Foot Locker;Site;Maryland;53;424;8
jan/21;2021;1;Roupa Feminina;Nordeste;Foot Locker;Site;Maryland;36;288;8
jan/21;2021;1;Roupa Feminina;Nordeste;Foot Locker;Site;New Hampshire;54;432;8
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;New Hampshire;78;936;12
out/21;2021;10;Roupa Feminina;Nordeste;Foot Locker;Site;New Hampshire;72;576;8
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;New Hampshire;74;888;12
jan/20;2020;1;Roupa Feminina;Nordeste;Foot Locker;Site;New York;45;1080;24
mar/20;2020;3;Roupa Feminina;Nordeste;Foot Locker;Site;New York;59;1711;29
jan/20;2020;1;Roupa Feminina;Nordeste;Foot Locker;Site;New York;46;1196;26
fev/20;2020;2;Roupa Feminina;Nordeste;Foot Locker;Site;New York;49;1176;24
jan/20;2020;1;Roupa Feminina;Nordeste;Foot Locker;Site;New York;48;1392;29
mar/20;2020;3;Roupa Feminina;Nordeste;Foot Locker;Site;New York;64;1984;31
mar/20;2020;3;Roupa Feminina;Nordeste;Foot Locker;Site;New York;61;1769;29
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;47;188;4
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;48;240;5
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;60;360;6
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;55;330;6
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;64;640;10
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;65;520;8
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;64;640;10
jan/20;2020;1;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;68;544;8
out/21;2021;10;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;43;258;6
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;71;497;7
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;44;308;7
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;Pennsylvania;64;384;6
jul/21;2021;7;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;50;600;12
jun/21;2021;6;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;51;459;9
set/21;2021;9;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;52;312;6
abr/21;2021;4;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;33;165;5
fev/21;2021;2;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;33;231;7
mai/21;2021;5;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;52;416;8
mar/21;2021;3;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;32;160;5
ago/21;2021;8;Roupa Feminina;Nordeste;Foot Locker;Site;Rhode Island;52;468;9
jan/21;2021;1;Roupa Feminina;Nordeste;Foot Locker;Site;West Virginia;33;198;6
out/21;2021;10;Roupa Feminina;Nordeste;Foot Locker;Site;West Virginia;47;376;8
nov/21;2021;11;Roupa Feminina;Nordeste;Foot Locker;Site;West Virginia;64;640;10
dez/21;2021;12;Roupa Feminina;Nordeste;Foot Locker;Site;West Virginia;68;816;12
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Connecticut;50;400;8
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Connecticut;53;477;9
jan/21;2021;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Connecticut;29;58;2
ago/21;2021;8;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;41;246;6
out/21;2021;10;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;52;208;4
abr/21;2021;4;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;32;128;4
set/21;2021;9;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;41;246;6
mai/21;2021;5;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;41;287;7
mar/21;2021;3;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;32;96;3
jul/21;2021;7;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;43;387;9
fev/21;2021;2;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;33;165;5
jun/21;2021;6;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Delaware;41;328;8
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Maryland;48;192;4
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Maryland;49;196;4
jun/21;2021;6;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Maryland;37;148;4
out/21;2021;10;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Maryland;49;98;2
jan/21;2021;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Maryland;32;160;5
jan/21;2021;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New Hampshire;49;196;4
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New Hampshire;64;576;9
out/21;2021;10;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New Hampshire;62;310;5
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New Hampshire;62;558;9
mar/20;2020;3;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;47;1222;26
jan/20;2020;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;41;1025;25
mar/20;2020;3;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;46;1104;24
mar/20;2020;3;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;47;1128;24
fev/20;2020;2;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;46;1058;23
fev/20;2020;2;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;41;984;24
jan/20;2020;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;44;924;21
jan/20;2020;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;New York;43;946;22
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;48;144;3
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;42;84;2
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;41;205;5
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;51;153;3
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;43;43;1
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;56;224;4
out/21;2021;10;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;39;39;1
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;51;204;4
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;52;208;4
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;57;285;5
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Pennsylvania;53;318;6
mar/21;2021;3;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;29;29;1
out/21;2021;10;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;47;94;2
jul/21;2021;7;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;37;222;6
mai/21;2021;5;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;39;156;4
abr/21;2021;4;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;29;29;1
ago/21;2021;8;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;37;148;4
fev/21;2021;2;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;29;29;1
set/21;2021;9;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;39;117;3
jun/21;2021;6;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;Rhode Island;39;234;6
jan/21;2021;1;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;West Virginia;28;56;2
dez/21;2021;12;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;West Virginia;53;530;10
nov/21;2021;11;Calçado Atlético Feminino;Nordeste;Foot Locker;Site;West Virginia;38;342;9
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Connecticut;50;450;9
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Connecticut;51;408;8
fev/21;2021;2;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Connecticut;24;120;5
jan/21;2021;1;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Connecticut;24;144;6
ago/21;2021;8;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;42;462;11
set/21;2021;9;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;43;258;6
mai/21;2021;5;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;41;328;8
jun/21;2021;6;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;43;387;9
mar/21;2021;3;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;29;203;7
jul/21;2021;7;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;41;410;10
abr/21;2021;4;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;27;162;6
out/21;2021;10;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Delaware;50;250;5
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Maryland;45;315;7
jun/21;2021;6;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Maryland;37;185;5
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Maryland;49;245;5
fev/21;2021;2;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Maryland;27;189;7
jan/21;2021;1;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Maryland;29;261;9
jan/21;2021;1;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New Hampshire;44;396;9
fev/21;2021;2;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New Hampshire;43;344;8
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New Hampshire;62;682;11
out/21;2021;10;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New Hampshire;59;295;5
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New Hampshire;63;630;10
mar/20;2020;3;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;46;1150;25
jan/20;2020;1;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;36;900;25
mar/20;2020;3;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;45;1170;26
jan/20;2020;1;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;36;1008;28
fev/20;2020;2;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;46;1196;26
mar/20;2020;3;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;46;1288;28
jan/20;2020;1;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;39;975;25
fev/20;2020;2;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;New York;39;975;25
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;41;205;5
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;48;144;3
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;38;152;4
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;52;208;4
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;51;306;6
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;52;208;4
out/21;2021;10;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;34;170;5
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;55;330;6
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;55;385;7
nov/21;2021;11;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;36;180;5
dez/21;2021;12;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Pennsylvania;54;324;6
set/21;2021;9;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;36;144;4
mar/21;2021;3;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;23;115;5
abr/21;2021;4;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;24;96;4
jul/21;2021;7;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;37;259;7
out/21;2021;10;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;45;135;3
mai/21;2021;5;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;39;234;6
ago/21;2021;8;Calçado de Rua Feminino;Nordeste;Foot Locker;Site;Rhode Island;38;304;8
